,pinyin,unicode
663,SHUN3,"['\\u542E', '\\u63D7', '\\u696F', '\\u8CF0']"
664,SHEN3,"['\\u5432', '\\u54C2', '\\u5A76', '\\u5B38', '\\u5BA1', '\\u5BB7', '\\u5BE9', '\\u5F1E', '\\u6E16', '\\u700B', '\\u77AB', '\\u77E4', '\\u77E7', '\\u89BE', '\\u8A20', '\\u8AD7', '\\u8B85', '\\u8C02', '\\u8C09', '\\u90A5', '\\u9823', '\\u9825', '\\u9B6B']"
665,WU2,"['\\u5433', '\\u5434', '\\u543E', '\\u5449', '\\u5514', '\\u5A2A', '\\u65E0', '\\u68A7', '\\u6BCB', '\\u6D16', '\\u6D6F', '\\u7121', '\\u727E', '\\u73F8', '\\u7491', '\\u7966', '\\u7991', '\\u829C', '\\u8323', '\\u8381', '\\u856A', '\\u8708', '\\u8A88', '\\u8BEC', '\\u90DA', '\\u92D8', '\\u92D9', '\\u94FB', '\\u9BC3', '\\u9D50', '\\u9DE1', '\\u9E40', '\\u9E8C', '\\u9F2F']"
666,CHAO3,"['\\u5435', '\\u5DD0', '\\u7092', '\\u717C', '\\u7727', '\\u9EA8']"
667,NE5,['\\u5436']
668,XUE4,"['\\u5437', '\\u5779', '\\u5CA4', '\\u6856', '\\u6CEC', '\\u70D5', '\\u8B1E', '\\u8D90']"
669,CHUI1,"['\\u5439', '\\u708A']"
670,HOU3,"['\\u543C', '\\u72BC']"
671,OU1,"['\\u543D', '\\u5455', '\\u5614', '\\u6AD9', '\\u6B27', '\\u6B50', '\\u6BB4', '\\u6BC6', '\\u71B0', '\\u74EF', '\\u750C', '\\u770D', '\\u7798', '\\u8B33', '\\u8BB4', '\\u93C2', '\\u9D0E', '\\u9DD7', '\\u9E25']"
672,MEI2,"['\\u5445', '\\u5833', '\\u587A', '\\u5A92', '\\u5D4B', '\\u5FBE', '\\u6517', '\\u679A', '\\u6802', '\\u6885', '\\u6963', '\\u6973', '\\u69D1', '\\u6C92', '\\u6CA1', '\\u6E44', '\\u6E48', '\\u7164', '\\u7338', '\\u73AB', '\\u73FB', '\\u7442', '\\u7709', '\\u7742', '\\u7996', '\\u7BC3', '\\u8104', '\\u8122', '\\u815C', '\\u82FA', '\\u8393', '\\u847F', '\\u90FF', '\\u9176', '\\u92C2', '\\u9387', '\\u9545', '\\u9709', '\\u9DA5', '\\u9E5B', '\\u9EF4']"
673,DAI1,"['\\u5446', '\\u5454', '\\u61DB', '\\u7343']"
674,NE4,"['\\u5450', '\\u8A25', '\\u8BB7']"
675,BAI4,"['\\u5457', '\\u5504', '\\u5E8D', '\\u62DC', '\\u62DD', '\\u6557', '\\u7A17', '\\u7CBA', '\\u86FD', '\\u8D01', '\\u8D25']"
676,KUAI1,['\\u5459']
677,QIANG1,"['\\u545B', '\\u55C6', '\\u5D88', '\\u6215', '\\u6217', '\\u65A8', '\\u67AA', '\\u690C', '\\u69CD', '\\u6EAC', '\\u7244', '\\u7310', '\\u73B1', '\\u7472', '\\u77FC', '\\u7BEC', '\\u7F8C', '\\u7F97', '\\u7FAB', '\\u8154', '\\u8723', '\\u8B12', '\\u8DC4', '\\u8E4C', '\\u8E61', '\\u9306', '\\u9397', '\\u93D8', '\\u93F9', '\\u9516', '\\u9535', '\\u956A']"
678,SHI1,"['\\u545E', '\\u5931', '\\u5C38', '\\u5C4D', '\\u5E08', '\\u5E2B', '\\u65BD', '\\u6D49', '\\u6E64', '\\u6E7F', '\\u6EAE', '\\u6EBC', '\\u6FD5', '\\u72EE', '\\u7345', '\\u7BB7', '\\u7D41', '\\u8479', '\\u8492', '\\u84CD', '\\u8671', '\\u8768', '\\u8937', '\\u8979', '\\u8A69', '\\u8BD7', '\\u90BF', '\\u91F6', '\\u921F', '\\u9247', '\\u9248', '\\u9BF4', '\\u9C24', '\\u9CBA', '\\u9CF2', '\\u9CFE', '\\u9DB3', '\\u9E24']"
679,QUAN3,"['\\u545F', '\\u5946', '\\u6C71', '\\u72AC', '\\u7404', '\\u753D', '\\u754E', '\\u7DA3', '\\u7E13', '\\u7EFB', '\\u8647', '\\u8A43']"
680,PEN1,"['\\u5460', '\\u55AF', '\\u55B7', '\\u5674', '\\u6B55']"
681,DI3,"['\\u5467', '\\u5758', '\\u57DE', '\\u5E95', '\\u5F24', '\\u62B5', '\\u62DE', '\\u638B', '\\u67E2', '\\u6C10', '\\u7274', '\\u7825', '\\u805C', '\\u82D6', '\\u830B', '\\u83E7', '\\u89DD', '\\u8A46', '\\u8BCB', '\\u8EE7', '\\u90B8', '\\u963A', '\\u9AB6']"
682,TIE1,"['\\u546B', '\\u5E16', '\\u6017', '\\u841C', '\\u8CBC', '\\u8D34']"
683,QI4,"['\\u546E', '\\u54A0', '\\u5650', '\\u5668', '\\u5921', '\\u5951', '\\u5F03', '\\u5F9B', '\\u5FD4', '\\u6187', '\\u61A9', '\\u6456', '\\u66A3', '\\u6814', '\\u68C4', '\\u6C14', '\\u6C17', '\\u6C23', '\\u6C54', '\\u6C7D', '\\u6CE3', '\\u6E46', '\\u6E47', '\\u7081', '\\u7508', '\\u76F5', '\\u77F5', '\\u780C', '\\u789B', '\\u78B6', '\\u78DC', '\\u78E7', '\\u7918', '\\u7DA5', '\\u7F09', '\\u7F4A', '\\u847A', '\\u87FF', '\\u8A16', '\\u8AFF', '\\u8BAB', '\\u8FC4', '\\u93DA', '\\u9F1C']"
684,HE1,"['\\u5475', '\\u559D', '\\u55EC', '\\u5CC6', '\\u62B2', '\\u8A36', '\\u8BC3']"
685,NAO2,"['\\u5476', '\\u5912', '\\u5CF1', '\\u5DA9', '\\u5DCE', '\\u5DD9', '\\u6013', '\\u61B9', '\\u6320', '\\u6493', '\\u6861', '\\u6A48', '\\u7331', '\\u7376', '\\u737F', '\\u7847', '\\u7E77', '\\u8A49', '\\u8B4A', '\\u9403', '\\u94D9', '\\u9AD0']"
686,PEI1,"['\\u5478', '\\u57BA', '\\u599A', '\\u5A1D', '\\u5CAF', '\\u600C', '\\u67F8', '\\u80A7', '\\u80DA', '\\u8843', '\\u9185']"
687,XIAO1,"['\\u547A', '\\u54D3', '\\u54EE', '\\u554B', '\\u560B', '\\u5610', '\\u5635', '\\u56A3', '\\u56BB', '\\u56C2', '\\u5A4B', '\\u5BAF', '\\u5BB5', '\\u5EA8', '\\u5F47', '\\u61A2', '\\u64A8', '\\u67AD', '\\u67B5', '\\u689F', '\\u6AF9', '\\u6B4A', '\\u6BCA', '\\u6D88', '\\u6F47', '\\u6F5A', '\\u701F', '\\u7071', '\\u7072', '\\u70CB', '\\u7107', '\\u7362', '\\u75DA', '\\u75DF', '\\u785D', '\\u7863', '\\u7A58', '\\u7A99', '\\u7BAB', '\\u7C18', '\\u7C2B', '\\u7D83', '\\u7EE1', '\\u7FDB', '\\u81AE', '\\u8427', '\\u8437', '\\u856D', '\\u85C3', '\\u8648', '\\u8653', '\\u87CF', '\\u87F0', '\\u8828', '\\u8E03', '\\u900D', '\\u92B7', '\\u9500', '\\u9704', '\\u9A4D', '\\u9A81', '\\u9AC7', '\\u9B48', '\\u9BB9', '\\u9D1E', '\\u9E2E']"
688,MING4,"['\\u547D', '\\u8A7A']"
689,POU4,['\\u5485']
690,HAI1,"['\\u548D', '\\u55E8']"
691,KA1,"['\\u5496', '\\u5580']"
692,LONG2,"['\\u5499', '\\u56A8', '\\u5C78', '\\u5D90', '\\u5DC3', '\\u5DC4', '\\u663D', '\\u66E8', '\\u6727', '\\u680A', '\\u6AF3', '\\u6CF7', '\\u6E70', '\\u6EDD', '\\u6F0B', '\\u7027', '\\u7216', '\\u73D1', '\\u74CF', '\\u7643', '\\u772C', '\\u77D3', '\\u783B', '\\u7931', '\\u7932', '\\u7ABF', '\\u7ADC', '\\u7B3C', '\\u7BED', '\\u7C3C', '\\u7C60', '\\u804B', '\\u807E', '\\u80E7', '\\u830F', '\\u856F', '\\u8622', '\\u882A', '\\u882C', '\\u8971', '\\u8C45', '\\u8E98', '\\u93E7', '\\u9468', '\\u9686', '\\u9733', '\\u9747', '\\u9E17', '\\u9F8D', '\\u9F92', '\\u9F93', '\\u9F99']"
693,LIE3,['\\u54A7']
694,MI1,"['\\u54AA', '\\u7787']"
695,KE2,"['\\u54B3', '\\u58F3', '\\u6BBC']"
696,HUI1,"['\\u54B4', '\\u5645', '\\u5655', '\\u5A4E', '\\u5E51', '\\u5FBD', '\\u6062', '\\u62FB', '\\u6325', '\\u63EE', '\\u649D', '\\u6656', '\\u6689', '\\u6D03', '\\u7008', '\\u7070', '\\u70E3', '\\u7147', '\\u7988', '\\u7FDA', '\\u7FEC', '\\u8886', '\\u8918', '\\u8A7C', '\\u8BD9', '\\u8C57', '\\u8F1D', '\\u8F89', '\\u9693', '\\u96B3', '\\u986A', '\\u9C34', '\\u9EBE']"
697,HUAI4,"['\\u54B6', '\\u574F', '\\u58CA', '\\u58DE', '\\u5B6C', '\\u8639', '\\u863E', '\\u8AD9']"
698,XIAN2,"['\\u54B8', '\\u550C', '\\u5563', '\\u55DB', '\\u5A34', '\\u5A39', '\\u5A71', '\\u5ACC', '\\u5AFA', '\\u5AFB', '\\u5F26', '\\u61AA', '\\u6D8E', '\\u71C5', '\\u7509', '\\u75C3', '\\u75EB', '\\u7647', '\\u764E', '\\u77AF', '\\u77B7', '\\u7925', '\\u7D43', '\\u7FAC', '\\u80D8', '\\u8237', '\\u85D6', '\\u86BF', '\\u86DD', '\\u8854', '\\u8858', '\\u8AF4', '\\u8CE2', '\\u8D12', '\\u8D24', '\\u8F31', '\\u929C', '\\u9591', '\\u9592', '\\u95F2', '\\u9DF3', '\\u9DF4', '\\u9DFC', '\\u9E47', '\\u9E79']"
699,XUAN3,"['\\u54BA', '\\u6685', '\\u70DC', '\\u766C', '\\u9009', '\\u9078']"
700,WAI1,"['\\u54BC', '\\u558E', '\\u6B6A']"
701,AI1,"['\\u54C0', '\\u54CE', '\\u5509', '\\u57C3', '\\u6328', '\\u8BF6', '\\u92B0', '\\u9384', '\\u953F']"
702,PIN3,"['\\u54C1', '\\u6980']"
703,HA1,"['\\u54C8', '\\u927F']"
704,ZAI1,"['\\u54C9', '\\u683D', '\\u6E3D', '\\u707D', '\\u707E', '\\u70D6', '\\u8CF3']"
705,PAI4,"['\\u54CC', '\\u6C56', '\\u6D3E', '\\u6E43', '\\u848E', '\\u9383']"
706,DA1,"['\\u54D2', '\\u5660', '\\u58B6', '\\u642D', '\\u6498', '\\u8037', '\\u8345', '\\u8921']"
707,YUE3,"['\\u54D5', '\\u5666']"
708,HUA1,"['\\u54D7', '\\u5629', '\\u82B1', '\\u82B2', '\\u9335', '\\u9DE8']"
709,MOU1,['\\u54DE']
710,YO5,"['\\u54DF', '\\u55B2']"
711,LONG4,"['\\u54E2', '\\u5FBF', '\\u6335', '\\u6887', '\\u7866', '\\u8856', '\\u8D1A']"
712,LI1,['\\u54E9']
713,GENG3,"['\\u54FD', '\\u57C2', '\\u5CFA', '\\u632D', '\\u6897', '\\u7D86', '\\u7EE0', '\\u803F', '\\u8384', '\\u90E0', '\\u9ABE', '\\u9BC1', '\\u9CA0']"
714,SHUO1,"['\\u54FE', '\\u8AAA', '\\u8AAC', '\\u8BF4']"
715,GE3,"['\\u54FF', '\\u64D6', '\\u7B34', '\\u8238']"
716,HAN1,"['\\u5505', '\\u5AE8', '\\u61A8', '\\u6B5B', '\\u70B6', '\\u751D', '\\u86B6', '\\u8C3D', '\\u9163', '\\u9807', '\\u9878', '\\u99A0', '\\u9B7D', '\\u9F3E']"
717,CHUN2,"['\\u5507', '\\u618C', '\\u6D71', '\\u6DF3', '\\u6E7B', '\\u6EE3', '\\u6F18', '\\u7D14', '\\u7EAF', '\\u8123', '\\u83BC', '\\u8493', '\\u84F4', '\\u9187', '\\u9195', '\\u9659', '\\u9BD9', '\\u9D89', '\\u9E51']"
718,JIA2,"['\\u550A', '\\u573F', '\\u57C9', '\\u605D', '\\u621B', '\\u621E', '\\u6274', '\\u689C', '\\u6D43', '\\u6D79', '\\u7848', '\\u835A', '\\u83A2', '\\u86F1', '\\u86FA', '\\u88B7', '\\u88CC', '\\u8DF2', '\\u90CF', '\\u90DF', '\\u92CF', '\\u94D7', '\\u94EA', '\\u9782', '\\u9788', '\\u982C', '\\u9830', '\\u988A', '\\u9904', '\\u9978', '\\u9D4A']"
719,HUAN3,"['\\u550D', '\\u5D48', '\\u6FA3', '\\u7746', '\\u7DE9', '\\u7F13', '\\u85E7', '\\u8F10']"
720,ZAO4,"['\\u5515', '\\u5523', '\\u566A', '\\u6165', '\\u688D', '\\u7076', '\\u71E5', '\\u7681', '\\u7682', '\\u7AC3', '\\u7AC8', '\\u8241', '\\u8B5F', '\\u8DAE', '\\u8E81', '\\u9020', '\\u9ADE']"
721,HONG3,"['\\u551D', '\\u55CA', '\\u664E']"
722,DOU3,"['\\u551E', '\\u6296', '\\u6568', '\\u6597', '\\u6793', '\\u67A1', '\\u86AA', '\\u9204', '\\u94AD', '\\u9627', '\\u9661']"
723,SUO3,"['\\u5522', '\\u55E9', '\\u6240', '\\u6475', '\\u64CC', '\\u669B', '\\u6D13', '\\u6E91', '\\u7410', '\\u7463', '\\u7485', '\\u7637', '\\u7D22', '\\u8928', '\\u938D', '\\u9396', '\\u93BB', '\\u93C1', '\\u93FC', '\\u9501']"
724,HUAN4,"['\\u5524', '\\u559A', '\\u559B', '\\u57B8', '\\u5942', '\\u5950', '\\u5BA6', '\\u5E7B', '\\u60A3', '\\u610C', '\\u6362', '\\u63DB', '\\u64D0', '\\u6899', '\\u69F5', '\\u6DA3', '\\u6E19', '\\u6F36', '\\u70C9', '\\u7115', '\\u7165', '\\u744D', '\\u75EA', '\\u7613', '\\u8C62', '\\u8F58', '\\u902D', '\\u9C00']"
725,WO1,"['\\u5529', '\\u6DA1', '\\u6DB9', '\\u6E26', '\\u7327', '\\u7A9D', '\\u7AA9', '\\u83B4', '\\u8435', '\\u8E12']"
726,FENG3,"['\\u552A', '\\u8982', '\\u8AF7']"
727,WEI2,"['\\u552F', '\\u56D7', '\\u56F2', '\\u56F4', '\\u570D', '\\u5729', '\\u58DD', '\\u5CD7', '\\u5CDE', '\\u5D6C', '\\u5E0F', '\\u5E37', '\\u5E43', '\\u60DF', '\\u6845', '\\u6B08', '\\u6CA9', '\\u6D08', '\\u6DA0', '\\u6E4B', '\\u6EA6', '\\u6F4D', '\\u6F7F', '\\u6FF0', '\\u7022', '\\u741F', '\\u7653', '\\u77C0', '\\u7DAD', '\\u7EF4', '\\u848D', '\\u853F', '\\u8587', '\\u89B9', '\\u8FDD', '\\u9055', '\\u912C', '\\u9180', '\\u934F', '\\u95C8', '\\u95F1', '\\u973A', '\\u97CB', '\\u97E6', '\\u9BA0']"
728,QIANG4,"['\\u5534', '\\u709D', '\\u7197', '\\u7FBB']"
729,YO1,['\\u5537']
730,YU1,"['\\u5539', '\\u625C', '\\u6BFA', '\\u6DE4', '\\u7600', '\\u76D3', '\\u7A7B', '\\u7B8A', '\\u7D06', '\\u7EA1', '\\u8676', '\\u8FC2', '\\u8FC3', '\\u9653']"
731,TIAN3,"['\\u553A', '\\u5FDD', '\\u60BF', '\\u666A', '\\u6B84', '\\u6DDF', '\\u7753', '\\u8146', '\\u8214', '\\u89A5', '\\u89CD', '\\u8CDF', '\\u932A', '\\u9369', '\\u9518', '\\u9766', '\\u9902']"
732,LAI3,['\\u553B']
733,TUO4,"['\\u553E', '\\u62D3', '\\u67DD', '\\u69D6', '\\u6BE4', '\\u6BFB', '\\u7BA8', '\\u7C5C', '\\u841A', '\\u8600', '\\u8DC5']"
734,AI2,"['\\u5540', '\\u560A', '\\u5D66', '\\u6371', '\\u6571', '\\u6573', '\\u764C', '\\u7691', '\\u769A', '\\u9A03']"
735,NOU4,"['\\u5542', '\\u69C8', '\\u7373', '\\u8028', '\\u8B73', '\\u9392', '\\u941E']"
736,KEN3,"['\\u5543', '\\u57A6', '\\u58BE', '\\u6073', '\\u61C7', '\\u808E', '\\u80AF', '\\u80BB', '\\u8C64', '\\u9339', '\\u9F57', '\\u9F66', '\\u9F82', '\\u9F88']"
737,HENG4,"['\\u5548', '\\u6494', '\\u6F8B', '\\u7D4E', '\\u7ED7']"
738,A5,['\\u554A']
739,CHUO4,"['\\u555C', '\\u56BD', '\\u5A16', '\\u5A65', '\\u60D9', '\\u64C9', '\\u6B60', '\\u6DB0', '\\u73FF', '\\u7577', '\\u78ED', '\\u7DBD', '\\u7E5B', '\\u7EF0', '\\u814F', '\\u8AC1', '\\u8DA0', '\\u8F1F', '\\u8F8D', '\\u8FB5', '\\u8FB6', '\\u9034', '\\u916B', '\\u918A', '\\u9461', '\\u9F6A', '\\u9F8A']"
740,FEI1,"['\\u5561', '\\u5983', '\\u5A53', '\\u6249', '\\u6E04', '\\u7306', '\\u7DCB', '\\u7EEF', '\\u83F2', '\\u871A', '\\u88F6', '\\u970F', '\\u975E', '\\u975F', '\\u98DB', '\\u98DD', '\\u98DE', '\\u99A1', '\\u9A11', '\\u9A1B', '\\u9BE1', '\\u9CB1']"
741,PI2,"['\\u5564', '\\u57E4', '\\u58C0', '\\u6707', '\\u6787', '\\u6BD7', '\\u6BD8', '\\u7137', '\\u72A4', '\\u73AD', '\\u7435', '\\u75B2', '\\u76AE', '\\u7B13', '\\u7EB0', '\\u7F74', '\\u7F86', '\\u80B6', '\\u813E', '\\u8157', '\\u818D', '\\u8298', '\\u86BD', '\\u8731', '\\u87B7', '\\u8C7C', '\\u8C94', '\\u90EB', '\\u921A', '\\u930D', '\\u9630', '\\u9674', '\\u9B7E', '\\u9F19']"
742,LA5,"['\\u5566', '\\u97A1']"
743,PA1,"['\\u556A', '\\u593F', '\\u5991', '\\u7685', '\\u8225', '\\u8469', '\\u8686', '\\u8DB4']"
744,ZHE3,"['\\u556B', '\\u7987', '\\u8005', '\\u8D6D', '\\u8E37', '\\u937A']"
745,SE4,"['\\u556C', '\\u55C7', '\\u61CE', '\\u6B6E', '\\u6B70', '\\u6DA9', '\\u6F80', '\\u6F81', '\\u6FC7', '\\u7012', '\\u745F', '\\u74B1', '\\u7A51', '\\u7A61', '\\u7E6C', '\\u7FDC', '\\u8272', '\\u8B45', '\\u8D87', '\\u8F56', '\\u92AB', '\\u94EF', '\\u96ED', '\\u98CB']"
746,NIE4,"['\\u556E', '\\u55A6', '\\u55EB', '\\u565B', '\\u5699', '\\u56C1', '\\u56D3', '\\u573C', '\\u5B7C', '\\u5B7D', '\\u5D72', '\\u5E07', '\\u6470', '\\u655C', '\\u67BF', '\\u68FF', '\\u69F8', '\\u6AF1', '\\u6D85', '\\u6E7C', '\\u758C', '\\u7BDE', '\\u7CF1', '\\u7CF5', '\\u8042', '\\u8076', '\\u81EC', '\\u81F2', '\\u83CD', '\\u8616', '\\u8825', '\\u8E02', '\\u8E51', '\\u8EA1', '\\u93B3', '\\u9477', '\\u9480', '\\u954A', '\\u954D', '\\u95D1', '\\u9667', '\\u9689', '\\u9873', '\\u989E', '\\u9F67']"
747,GUO5,['\\u556F']
748,LUO1,"['\\u5570', '\\u56C9', '\\u7F57']"
749,TAN1,"['\\u5574', '\\u563D', '\\u574D', '\\u6039', '\\u62A9', '\\u644A', '\\u64F9', '\\u6524', '\\u6A5D', '\\u6EE9', '\\u7058', '\\u762B', '\\u7671', '\\u7DC2', '\\u8211', '\\u821A', '\\u8B60', '\\u8CAA', '\\u8D2A']"
750,BO5,"['\\u5575', '\\u8514']"
751,DING4,"['\\u5576', '\\u5A17', '\\u5B9A', '\\u5FCA', '\\u6917', '\\u77F4', '\\u7887', '\\u78A0', '\\u78F8', '\\u815A', '\\u8A02', '\\u8BA2', '\\u9320', '\\u952D', '\\u9841', '\\u98E3', '\\u9964']"
752,LANG1,['\\u5577']
753,AN2,"['\\u557D', '\\u73B5', '\\u96F8']"
754,YONG2,"['\\u5581', '\\u5AC6', '\\u5ADE', '\\u69E6', '\\u6EFD', '\\u7245', '\\u9852', '\\u9899', '\\u9C45', '\\u9CD9']"
755,LA3,"['\\u5587', '\\u85DE']"
756,JIE1,"['\\u5588', '\\u55DF', '\\u5826', '\\u5DC0', '\\u63A5', '\\u63B2', '\\u63ED', '\\u64D1', '\\u6904', '\\u6E5D', '\\u744E', '\\u7686', '\\u79F8', '\\u7A2D', '\\u8149', '\\u83E8', '\\u85A2', '\\u8754', '\\u8857', '\\u8B2F', '\\u9636', '\\u968E', '\\u9D9B']"
757,RE3,"['\\u558F', '\\u60F9']"
758,O1,"['\\u5594', '\\u5662']"
759,HU2,"['\\u5596', '\\u561D', '\\u56EB', '\\u58F6', '\\u58F7', '\\u58FA', '\\u5AA9', '\\u5F27', '\\u6287', '\\u6430', '\\u659B', '\\u695C', '\\u69F2', '\\u6E56', '\\u702B', '\\u7100', '\\u7173', '\\u72D0', '\\u7322', '\\u745A', '\\u74F3', '\\u7BB6', '\\u7CCA', '\\u7D57', '\\u7E20', '\\u80E1', '\\u846B', '\\u851B', '\\u8774', '\\u879C', '\\u885A', '\\u89F3', '\\u9190', '\\u9378', '\\u9836', '\\u992C', '\\u9B0D', '\\u9B71', '\\u9C17', '\\u9D60', '\\u9D98', '\\u9DA6', '\\u9E44', '\\u9E55']"
760,KUI4,"['\\u559F', '\\u5633', '\\u5ABF', '\\u5C2F', '\\u6126', '\\u6127', '\\u6192', '\\u648C', '\\u69F6', '\\u6A3B', '\\u6E83', '\\u6F70', '\\u7786', '\\u77B6', '\\u7BD1', '\\u7C23', '\\u7C44', '\\u8069', '\\u806D', '\\u8075', '\\u8143', '\\u8489', '\\u852E', '\\u8562', '\\u9400', '\\u944E', '\\u993D', '\\u994B', '\\u9988', '\\u9A29']"
761,DU4,"['\\u55A5', '\\u5992', '\\u59AC', '\\u5EA6', '\\u675C', '\\u6BAC', '\\u6E21', '\\u79FA', '\\u7C35', '\\u809A', '\\u8370', '\\u8799', '\\u8827', '\\u8839', '\\u934D', '\\u9540', '\\u976F']"
762,MIAO1,['\\u55B5']
763,KUI2,"['\\u55B9', '\\u5914', '\\u594E', '\\u6223', '\\u63C6', '\\u6646', '\\u668C', '\\u694F', '\\u6951', '\\u6AC6', '\\u6E40', '\\u72AA', '\\u777D', '\\u8067', '\\u8475', '\\u8637', '\\u8641', '\\u8EA8', '\\u9035', '\\u9108', '\\u9368', '\\u9804', '\\u982F', '\\u9997', '\\u9A24', '\\u9A99', '\\u9B41']"
764,LOU5,"['\\u55BD', '\\u560D']"
765,SAO4,"['\\u55BF', '\\u57FD', '\\u6C09', '\\u77C2']"
766,A2,['\\u55C4']
767,XIU4,"['\\u55C5', '\\u563C', '\\u5CAB', '\\u5CC0', '\\u6EB4', '\\u73DB', '\\u7407', '\\u79C0', '\\u7D89', '\\u7E4D', '\\u7E61', '\\u7EE3', '\\u8896', '\\u890E', '\\u890F', '\\u92B9', '\\u93E5', '\\u93FD', '\\u9508', '\\u9F45']"
768,SANG3,"['\\u55D3', '\\u6421', '\\u78C9', '\\u892C', '\\u939F', '\\u9859', '\\u98A1']"
769,TIAN2,"['\\u55D4', '\\u5861', '\\u586B', '\\u5C47', '\\u606C', '\\u6437', '\\u6CBA', '\\u6E49', '\\u74B3', '\\u751B', '\\u751C', '\\u7530', '\\u754B', '\\u7551', '\\u76F7', '\\u7AB4', '\\u80CB', '\\u83FE', '\\u95D0', '\\u9617', '\\u9DC6', '\\u9DCF']"
770,SOU1,"['\\u55D6', '\\u5EC0', '\\u5ECB', '\\u635C', '\\u641C', '\\u6449', '\\u6EB2', '\\u7340', '\\u8490', '\\u878B', '\\u910B', '\\u9199', '\\u93AA', '\\u953C', '\\u98BC', '\\u98D5', '\\u993F', '\\u998A', '\\u9A2A']"
771,PANG3,"['\\u55D9', '\\u802A', '\\u89AB']"
772,LUO4,"['\\u55E0', '\\u5CC8', '\\u645E', '\\u6D1B', '\\u6FFC', '\\u70D9', '\\u7296', '\\u73DE', '\\u784C', '\\u7B3F', '\\u7D61', '\\u7E99', '\\u7EDC', '\\u8366', '\\u843D', '\\u88BC', '\\u96D2', '\\u99F1', '\\u9A86', '\\u9BA5', '\\u9D3C', '\\u9D45']"
773,WENG1,"['\\u55E1', '\\u5D61', '\\u7FC1', '\\u8789', '\\u9393', '\\u9710', '\\u9DB2', '\\u9E5F']"
774,WA4,"['\\u55E2', '\\u5A60', '\\u6DF4', '\\u817D', '\\u8183', '\\u889C', '\\u896A', '\\u97C8', '\\u97E4']"
775,NA2,"['\\u55F1', '\\u62CF', '\\u62FF', '\\u8ABD', '\\u93BF', '\\u954E']"
776,DIA3,['\\u55F2']
777,ZHE1,"['\\u55FB', '\\u5AEC', '\\u6663', '\\u906E']"
778,MO4,"['\\u55FC', '\\u569C', '\\u573D', '\\u587B', '\\u58A8', '\\u59BA', '\\u5AFC', '\\u5BDE', '\\u5E1E', '\\u6154', '\\u6629', '\\u66AF', '\\u672B', '\\u67BA', '\\u6B7E', '\\u6B7F', '\\u6B81', '\\u6CAB', '\\u6D26', '\\u6E50', '\\u6F20', '\\u700E', '\\u7205', '\\u763C', '\\u768C', '\\u771C', '\\u773D', '\\u7799', '\\u781E', '\\u7933', '\\u79E3', '\\u7C96', '\\u7D48', '\\u7E38', '\\u7E86', '\\u8031', '\\u819C', '\\u8309', '\\u8388', '\\u83AB', '\\u84E6', '\\u85E6', '\\u86E8', '\\u87D4', '\\u8847', '\\u88B9', '\\u8B29', '\\u8C83', '\\u8C8A', '\\u8C98', '\\u911A', '\\u9286', '\\u93CC', '\\u9546', '\\u964C', '\\u9721', '\\u977A', '\\u9A40', '\\u9B15', '\\u9B69', '\\u9ED8', '\\u9ED9']"
779,SOU4,"['\\u55FD', '\\u7636', '\\u8184']"
780,TAN3,"['\\u55FF', '\\u5766', '\\u5FD0', '\\u61B3', '\\u61BB', '\\u6BEF', '\\u74AE', '\\u79AB', '\\u83FC', '\\u8892', '\\u8962', '\\u8D09', '\\u9193', '\\u9EEE']"
781,CAO2,"['\\u5608', '\\u5D86', '\\u66F9', '\\u66FA', '\\u69FD', '\\u6F15', '\\u825A', '\\u84F8', '\\u87AC', '\\u893F', '\\u93EA']"
782,PIAO1,"['\\u560C', '\\u5F6F', '\\u647D', '\\u65DA', '\\u6F02', '\\u7FF2', '\\u85B8', '\\u87B5', '\\u98C3', '\\u98C4', '\\u98D8', '\\u9B52']"
783,GA1,"['\\u560E', '\\u5620']"
784,GUO1,"['\\u5613', '\\u57DA', '\\u581D', '\\u588E', '\\u5D1E', '\\u6FC4', '\\u8748', '\\u87C8', '\\u90ED', '\\u921B', '\\u934B', '\\u9505']"
785,PO2,"['\\u5619', '\\u5A46', '\\u6AC7', '\\u76A4', '\\u8522', '\\u9131']"
786,DE2,"['\\u561A', '\\u5F97', '\\u5FB3', '\\u5FB7', '\\u6074', '\\u60EA', '\\u6DC2', '\\u9340', '\\u951D']"
787,LEI5,['\\u561E']
788,RAN2,"['\\u562B', '\\u7136', '\\u71C3', '\\u7E4E', '\\u80B0', '\\u86A6', '\\u86BA', '\\u86C5', '\\u887B', '\\u8887', '\\u88A1', '\\u9AE5', '\\u9AEF']"
789,ZUO1,['\\u562C']
790,CHAO2,"['\\u5632', '\\u5DE2', '\\u5DE3', '\\u6641', '\\u6A14', '\\u6F6E', '\\u7AB2', '\\u8B3F', '\\u8F48', '\\u911B', '\\u9F02', '\\u9F0C']"
791,ZUI3,"['\\u5634', '\\u567F', '\\u5D8A', '\\u5DB5', '\\u6D05', '\\u6FE2', '\\u74BB']"
792,HEI1,"['\\u563F', '\\u6F76', '\\u9ED1', '\\u9ED2']"
793,E3,"['\\u5641', '\\u6799']"
794,CHUANG2,"['\\u5647', '\\u5E62', '\\u5E8A', '\\u6A66', '\\u7240', '\\u7592']"
